Soil_pH,N,P,K,Temperature,Rainfall,Crop,Recommended_Fertilizer
6.36,98,83,27,24.47,2069.31,6,MOP
6.91,96,87,37,10.38,423.77,3,MOP
5.92,112,74,32,17.99,2831.19,3,MOP
5.06,112,56,45,23.34,959.51,3,Compost
5.16,116,89,13,35.87,2797.96,0,MOP
5.75,117,87,111,20.05,2981.33,1,NPK
6.09,75,77,34,23.15,654.09,0,MOP
5.18,103,52,59,35.66,2933.88,4,Compost
6.03,120,50,101,38.39,945.14,4,MOP
4.52,147,84,90,28.88,2926.09,6,Compost
6.89,81,81,40,18.08,365.38,6,NPK
5.03,79,58,43,17.16,1922.34,6,Compost
4.94,100,49,41,28.06,2595.08,6,Compost
7.58,91,79,49,19.97,1390.95,6,NPK
5.99,129,51,21,33.02,1324.53,3,MOP
6.18,90,82,51,16.72,1691.85,5,MOP
5.47,69,67,104,13.35,1458.75,3,Compost
7.69,147,59,106,30.6,939.55,0,NPK
6.23,103,89,99,15.61,842.37,2,NPK
8.17,132,50,11,26.6,248.34,2,MOP
6.37,123,45,44,17.38,1223.88,5,NPK
5.3,88,53,14,14.21,381.89,2,MOP
6.92,87,86,112,21.29,639.16,2,NPK
5.63,78,79,25,15.86,1525.09,2,MOP
5.18,122,84,87,28.72,2960.69,1,Compost
5.52,156,68,25,24.09,2524.18,1,MOP
7.25,77,52,29,19.98,1627.8,3,MOP
5.09,104,78,37,17.45,1173.76,2,MOP
6.18,120,88,10,21.64,273.32,6,MOP
7.86,129,82,25,12.75,1691.39,5,MOP
6.82,78,87,105,22.44,424.83,1,NPK
6.52,101,41,38,31.21,2567.42,5,MOP
4.79,114,80,33,28.73,2531.49,4,MOP
6.16,110,79,72,12.08,507.39,3,NPK
6,142,83,23,33.82,2476.09,3,MOP
6.62,140,66,53,22.5,1614.44,4,NPK
7.83,120,89,29,35.46,1723.6,4,MOP
4.9,122,85,101,23.34,1418.36,0,Compost
5.27,147,85,29,19.29,1967.31,6,MOP
5.69,113,65,106,38.12,2930.16,3,NPK
5.4,73,73,89,35.28,1561.45,4,Compost
5.2,130,55,36,18.51,587.1,6,MOP
4.6,122,84,59,14.47,1720.61,3,Compost
5.73,148,53,18,10.35,2165.12,6,MOP
7.01,112,63,24,18.85,1083.63,0,MOP
5.23,153,62,112,30.68,1324.11,5,Compost
7.4,69,81,20,24.16,548.19,2,MOP
5.76,103,61,17,32.94,1271.46,1,MOP
6.91,105,78,36,12.08,1013.58,6,MOP
6.06,119,81,117,20.8,1564.99,0,NPK
6.73,159,46,31,31.7,2884.64,5,MOP
6.81,76,87,71,15.38,415.72,3,NPK
7.54,96,58,31,25.68,1486.76,0,MOP
5.67,132,47,43,36.8,941.2,0,NPK
7.65,130,73,119,32.62,429.43,0,Compost
6.68,142,77,87,26.31,838.36,3,NPK
5.73,71,87,95,21.28,641.99,5,NPK
6.67,159,70,27,39.09,1293.82,4,MOP
7.86,149,53,17,10.93,1850.86,0,MOP
8.03,122,74,16,21.48,2128.42,0,MOP
5.14,88,66,105,19.21,1866.95,3,Compost
5.84,114,53,19,12.98,431.39,0,MOP
4.67,137,77,45,28.84,2249.65,2,Compost
7.34,119,53,38,37.04,2958.8,3,MOP
7.24,92,70,58,31.78,302.68,3,Compost
5.36,69,84,106,34.37,265.11,0,Compost
4.78,68,48,113,11.88,2853.24,4,Compost
4.94,79,52,26,32.2,2860.06,0,MOP
4.83,112,68,104,24.19,2496.6,2,Compost
5,150,66,104,20.44,1463.51,0,Compost
4.99,144,50,109,13.93,1829.04,2,Compost
6.3,120,56,78,20.25,1361.15,4,NPK
6.69,97,74,11,28.97,848.81,5,MOP
5.22,148,45,116,17.89,951.92,2,Compost
7.22,102,53,107,19.94,2118.97,0,MOP
4.99,156,88,62,32.48,588.29,0,Compost
5.51,128,63,17,14.85,2813.38,2,MOP
7.98,118,63,18,19.55,1956.12,5,MOP
6.27,119,73,103,26.91,838.82,0,Compost
5.65,120,69,48,20.32,2589.47,0,NPK
7.09,143,78,73,32.81,2391.54,0,MOP
7.22,88,47,92,27.01,2369.4,3,NPK
4.94,104,48,68,30.96,1096.92,2,Compost
7.06,94,44,62,11.69,860.88,4,MOP
8.1,98,60,32,34.89,2970.11,6,MOP
5.68,62,61,77,11.67,491.57,2,NPK
7.69,110,78,46,37.41,1516,4,NPK
5.02,71,71,70,36.14,2094.52,6,Compost
7.12,90,72,117,25.13,2998.4,1,NPK
8.3,157,42,38,37.89,1390.54,5,MOP
7.72,159,47,19,10.25,1896.58,3,MOP
5.91,146,75,82,13.19,1493.84,6,MOP
5.17,64,85,31,16.77,915.67,2,MOP
6.04,129,70,93,24.44,2264.65,6,NPK
8.11,74,40,29,21.72,2470.62,0,MOP
4.6,127,52,19,29.78,1288.12,4,MOP
4.7,99,71,76,11.24,1390.38,4,Compost
4.79,64,47,99,36.24,2610.26,1,Compost
5.78,136,52,80,15.97,2977.96,5,MOP
7.78,73,48,59,25.14,979.14,0,Compost
7.41,111,72,74,39.08,1980.34,0,NPK
6.82,132,70,51,25.22,1491.62,1,NPK
5.2,114,67,82,13.53,976.17,1,Compost
6.93,106,84,114,16.42,478.58,0,MOP
5.7,84,67,38,20.14,212.13,3,MOP
7.02,148,45,25,15.38,757.56,4,MOP
6.8,140,44,18,19.06,2599.88,3,MOP
4.58,71,43,48,37.85,1485.5,0,Compost
5.08,64,79,118,32.69,2113.1,0,Compost
5.38,121,66,70,20.27,293.57,2,Compost
6.97,115,73,25,30.91,1243.74,3,MOP
5.16,108,68,115,15.48,2316.64,0,Compost
6.51,97,82,28,28.75,1421.9,1,MOP
8.29,76,59,29,26.64,1076.3,2,MOP
6.78,62,86,44,38.43,1104.18,4,NPK
5.84,127,77,62,20.45,404.75,3,Compost
5.03,131,44,40,25.71,699.71,1,Compost
5.88,157,70,10,27.59,2544.99,2,MOP
5.09,98,85,96,36.55,2453.64,2,Compost
7.04,115,58,51,14.46,1735.48,3,NPK
4.97,79,56,111,10.78,1324.85,4,Compost
7.26,135,84,17,37.5,744.94,2,MOP
6.14,72,65,71,30.97,1832.38,2,NPK
7.28,151,47,16,24.49,982.92,1,MOP
5.27,123,86,20,25.99,2087.67,1,MOP
7.48,134,81,10,25.05,328.32,5,MOP
4.92,70,59,53,26.08,2860.14,0,Compost
5.34,66,74,23,25.95,404.24,6,MOP
5.73,71,85,16,30.57,2200.55,0,MOP
7.33,125,48,112,14.96,506.1,0,NPK
7.08,150,67,36,24.12,1752.05,2,MOP
5.67,146,80,16,26.45,1481.85,2,MOP
4.52,110,79,104,25.85,2987.41,0,Compost
4.67,145,79,112,21,1926.71,6,Compost
7.93,97,85,29,14.83,269.34,6,MOP
5.49,61,83,82,22.54,2410.47,3,Compost
4.54,102,52,51,34.13,1958.99,4,Compost
5.38,136,87,64,37.54,446.88,6,Compost
5.01,74,88,65,17.57,975.35,5,Compost
6.82,91,41,109,17.06,1729.38,1,NPK
5.23,92,65,42,31.17,1111.86,0,Compost
6.41,82,43,76,27.73,1133.22,5,MOP
8.47,97,41,23,14.74,2012.86,4,MOP
4.96,60,83,101,17.73,1742.15,5,Compost
4.92,97,71,75,17.62,2208.25,2,Compost
5.15,111,48,51,36.73,2311.71,6,Compost
5.39,113,74,112,13.85,612.25,2,Compost
5.74,123,81,27,28.04,1496.52,2,MOP
5.66,107,54,32,31.56,1225.65,5,MOP
5.86,129,61,40,37.5,617.88,3,NPK
5.16,142,69,44,17.64,2087.65,0,Compost
4.67,83,46,34,33.3,1495.25,3,MOP
6.32,116,63,48,33.25,2643.72,5,NPK
7.59,154,56,14,15.54,2036.08,3,MOP
8.18,61,46,37,21.01,2428.36,4,MOP
6.63,75,51,16,11.89,2870.3,0,MOP
4.9,104,57,115,31.91,2634.03,5,Compost
6.85,127,70,51,30.09,2370.86,1,Compost
4.87,110,64,66,22.9,2951.85,2,Compost
8.43,98,51,27,38.8,452.82,1,MOP
4.75,63,40,99,26.06,1025.86,6,Compost
5.76,65,47,11,22.99,2070.99,5,MOP
8.06,138,62,31,37.17,2797.3,2,MOP
7.67,113,84,48,26.78,2266.03,6,Compost
8.14,86,85,37,33.7,1972.45,6,MOP
4.83,115,59,52,37.7,2431.09,4,Compost
4.58,149,89,90,24.34,1363.42,1,Compost
7.02,95,64,56,14.79,1598.45,5,NPK
7.93,71,60,17,20.02,770.91,1,MOP
4.94,145,42,101,38.84,274.5,3,Compost
4.72,131,54,76,26.87,506.5,5,Compost
5,100,69,109,10.74,947.62,5,Compost
6.5,71,81,100,39.04,242.3,3,NPK
5.85,83,46,55,19.6,1469.55,0,NPK
4.77,116,47,39,22.53,470.91,0,MOP
4.99,127,47,79,12.05,2060.36,6,Compost
4.76,146,62,118,31.96,762.43,2,Compost
6.41,84,89,39,35.39,1175.93,2,MOP
4.54,74,85,82,20.17,894.54,4,Compost
5.31,132,76,99,16.16,2384.38,3,Compost
7.87,156,81,22,36.95,2159.35,4,MOP
6.05,108,84,70,29.3,398.65,5,NPK
6.16,80,50,81,38.57,2324.71,6,NPK
6.44,107,59,99,25.96,881.44,4,MOP
4.86,86,78,92,22.3,2216.26,2,Compost
5.02,95,67,66,26.71,2483.45,6,Compost
5.59,134,54,16,29.64,1620.58,1,MOP
8.47,131,72,12,31.89,551.07,2,MOP
7.28,118,86,114,19.18,1104.61,0,NPK
7.21,135,66,32,33.84,1666.9,2,MOP
5.28,140,74,30,21.12,391.71,5,MOP
6.69,100,59,106,30.43,2963.88,4,NPK
5.13,148,81,93,25.58,1001.22,3,Compost
8.17,141,89,38,22.64,2022.61,0,MOP
5.07,120,86,113,14.75,1841.04,4,Compost
4.51,150,65,104,28.23,2806.75,6,Compost
4.93,64,86,23,12.51,2635.53,4,MOP
4.9,115,72,20,38.96,1057.69,3,MOP
8.34,75,66,18,27.97,1348.09,2,MOP
4.65,134,63,117,28.04,2170.9,4,Compost
4.52,72,74,63,10.82,790,1,Compost
7.99,117,57,36,14.36,357.6,1,MOP
7.12,128,78,22,34.01,655.33,3,MOP
4.82,80,73,38,34.67,2862.9,3,MOP
5.47,148,80,14,39.31,850.83,5,MOP
6.61,97,42,62,20.42,507.55,0,NPK
4.79,67,67,51,11.1,2071.05,4,Compost
5.2,107,40,40,39.81,2971.48,4,Compost
6.1,100,89,98,31.7,1437.26,0,NPK
6.81,113,69,95,23.17,613.02,0,NPK
6.51,157,57,11,21.76,565.96,3,MOP
5.85,127,69,35,17.98,1465.82,2,MOP
6.67,76,84,47,37.91,569.71,1,NPK
5.45,73,59,30,27.42,749.52,0,MOP
5.33,63,86,39,32.43,1321.56,6,MOP
6.99,110,43,52,17.54,2218.17,6,Compost
6.31,103,58,68,36.63,2557.55,0,NPK
7.73,106,74,46,26.9,1403.87,4,NPK
5.61,107,73,56,14.69,1214.7,6,NPK
7.53,73,64,44,30.89,253.34,4,NPK
6.54,147,89,35,28.64,1638.03,2,MOP
5,96,77,52,26.56,275.27,5,Compost
7.67,116,88,66,30.7,2672.4,6,MOP
6.21,63,79,41,20.9,696.73,3,MOP
5.83,130,48,62,30.37,375.7,5,MOP
5.1,65,80,101,23.58,2219.39,3,Compost
6.69,79,56,30,17.05,2272.63,6,MOP
4.6,74,49,27,14.07,2816.85,0,MOP
4.8,138,84,91,30.91,766.71,6,Compost
6.7,156,79,119,25.29,246.52,5,Compost
7.9,66,75,10,10.68,2761.67,1,MOP
6.97,102,66,19,28.17,2789.59,0,MOP
5.25,136,89,58,34.65,2571.37,5,Compost
7.47,90,45,102,12.69,874.69,2,NPK
7.14,138,62,44,14.87,2903.62,2,NPK
6.21,95,53,16,23.96,2323.26,4,MOP
5.24,76,51,93,24.65,373.44,4,Compost
4.94,101,68,70,29.09,2440.44,5,Compost
5.57,89,80,95,19.74,652.12,0,Compost
6.39,105,48,47,13.02,1706.32,5,MOP
7.71,98,75,104,12.07,953.1,4,MOP
6.32,95,41,30,36.85,536.78,3,MOP
6.88,151,60,32,34.49,1250.57,5,MOP
4.95,118,81,112,12.07,1724.33,5,Compost
5.89,102,58,89,19.28,1419.62,0,NPK
4.91,142,48,116,39.07,742.48,0,Compost
6.4,88,82,103,13.2,1985.69,3,MOP
4.61,69,66,105,19.45,1805.83,4,Compost
4.56,64,89,75,31.55,880.94,4,Compost
6.45,110,66,14,35.45,1338.3,3,MOP
6.07,93,77,20,14.16,983.13,0,MOP
5.12,83,59,13,32.95,2378.49,1,MOP
5.42,120,69,62,23.35,1960.74,1,Compost
5.88,104,67,33,31.08,1379.53,0,MOP
7.51,78,55,97,34.57,503.73,1,NPK
7.22,120,61,27,32.63,713.52,4,MOP
4.65,65,53,85,29.4,1149.12,1,Compost
6.92,67,69,15,30.29,1983.45,2,MOP
6.7,60,71,24,16.12,462.54,5,MOP
4.79,78,58,86,17.02,2143.9,5,Compost
8.27,78,51,28,15.3,764.72,3,MOP
5.74,71,81,113,39.61,338.55,1,MOP
6.3,139,77,83,31.86,2985.05,2,NPK
7.55,60,62,52,29.1,2117.85,6,NPK
4.77,152,84,28,26.6,2964,2,MOP
8.09,112,55,39,19.35,875.97,5,MOP
6.83,121,40,80,18.52,2537.84,3,NPK
5.91,123,45,26,35.39,1622.21,2,MOP
6.54,137,48,73,15.73,1696.15,1,NPK
8.47,84,53,12,36.27,1116.36,4,MOP
7.04,72,50,39,33.62,406,4,MOP
4.91,99,44,32,23.7,856.24,4,MOP
4.8,146,68,25,11.9,2689.96,0,MOP
4.79,70,87,101,13.77,2020.87,0,Compost
5.28,146,79,85,17.83,807.45,5,Compost
6.44,117,52,81,32.48,2747.39,5,NPK
5.84,101,41,114,18.21,1466.79,1,NPK
5.59,118,59,119,28.07,1117.54,4,NPK
5.35,145,88,12,29.94,648.07,2,MOP
8.09,106,67,20,16,515.85,4,MOP
5.83,67,81,12,12.11,1660.73,1,MOP
8.47,115,55,24,23.24,2869.97,5,MOP
4.91,118,83,53,14.92,2444.98,0,Compost
4.71,89,54,63,14.34,695.91,0,Compost
4.86,138,71,72,17.29,605.83,2,Compost
4.92,158,79,48,38.02,886.12,2,Compost
7.69,130,42,20,20.9,2600.76,5,MOP
5.76,95,56,85,17.24,680.61,4,NPK
6.14,114,70,21,23.69,1173.56,0,MOP
4.66,84,54,41,10,298.95,3,Compost
8.2,133,77,34,31.46,256.39,2,MOP
7.33,69,89,111,17.6,1215.2,2,NPK
6.06,120,82,58,20.34,482.51,2,NPK
7.46,117,62,52,21.07,632.43,3,Compost
6.06,131,40,35,10.38,2737.24,2,MOP
5.36,154,72,62,29.31,579.55,5,Compost
5.53,132,57,86,30.95,717.34,5,NPK
6.46,151,56,30,23.78,2868.35,3,MOP
6.03,122,85,11,12.52,677.33,3,MOP
6.86,154,52,15,17.2,2031.04,0,MOP
7.22,133,68,16,29.05,2546.64,3,MOP
7.24,147,44,95,26.82,2602.39,1,Compost
5.25,99,44,10,34.85,2154.44,0,MOP
8.38,88,44,30,21,1195.96,0,MOP
6.85,114,89,41,29.41,320.08,2,NPK
8.15,95,85,34,10.67,1909.56,5,MOP
5.28,143,68,38,14.28,753.42,1,MOP
8.33,145,61,37,11.89,1440.61,1,MOP
5.87,88,85,78,22.98,2393.28,2,NPK
7.14,128,81,16,35.78,1673.46,3,MOP
5.28,62,86,95,30.44,2875.38,4,Compost
7.74,109,78,90,14.93,1292.64,0,NPK
7.59,139,73,32,18.24,2912.72,0,MOP
5.08,152,61,60,28.19,2886.54,4,Compost
4.7,127,72,53,12.12,2879.42,3,Compost
6.93,114,88,24,30,1286.35,6,MOP
5.11,84,46,119,33.12,521.47,6,Compost
5.92,66,50,33,21.82,2462.86,4,MOP
5.63,114,69,63,27.9,2995.63,3,NPK
4.7,94,78,93,24.71,1985.18,5,Compost
5.98,99,67,50,15.21,2719.19,3,NPK
5.64,156,85,56,30.44,1273.4,1,NPK
7.5,116,48,39,37.04,736.45,3,MOP
6.61,84,84,47,23.01,2392.08,2,Compost
5.75,109,82,29,31.98,1960.78,3,MOP
6.8,121,47,45,10.52,1909.19,6,MOP
6.5,129,55,73,15.22,435.83,0,NPK
6.46,69,58,52,37.23,1125.66,1,NPK
6.32,142,43,49,15.86,780.83,4,Compost
5.54,67,45,25,37.71,2486.1,5,MOP
6.14,105,83,61,14.41,2609.38,2,NPK
5.58,70,41,75,10.56,2090.51,4,NPK
4.79,148,76,92,10.39,553.35,4,Compost
5.07,148,87,42,33.4,2005.46,1,Compost
4.95,82,47,10,22.94,966.67,0,MOP
7.62,60,51,86,21.43,1199.01,1,NPK
6.24,77,51,115,11.14,446.82,0,NPK
5.1,73,67,102,12.5,1065.68,6,Compost
6.36,152,50,54,23.26,2904.89,4,Compost
6.34,90,63,112,36.87,2334.45,6,NPK
4.7,101,41,11,33.11,512.14,4,MOP
5.51,133,56,26,15.12,2033.78,6,MOP
5.23,135,84,61,23.19,333.51,3,Compost
5.48,110,69,57,31.44,1512.23,3,Compost
4.98,116,69,64,39.93,2673.32,3,Compost
7.61,150,49,86,11.97,2141.52,6,NPK
5.48,85,58,98,13.27,2304.31,3,Compost
5.05,150,61,118,22.77,639.03,4,Compost
7.32,99,70,69,12.44,627.86,4,NPK
7.22,95,55,55,18.05,1652.26,2,NPK
5.67,82,81,25,29.23,1120.8,6,MOP
7.23,148,59,53,28.62,287.72,1,NPK
6,151,75,73,36.52,622.44,5,NPK
5.41,135,68,23,34.09,861.14,5,MOP
7.67,72,53,40,23.33,2968.97,6,NPK
7.72,133,89,72,33.96,514.56,4,NPK
5.33,70,87,55,11.34,421,1,Compost
4.8,152,63,13,11.44,1694.61,0,MOP
8.43,74,45,33,19.41,1541.3,1,MOP
5.31,79,85,54,20.04,2308.6,6,Compost
5.79,97,78,30,23.43,1954.72,6,MOP
6.23,85,66,17,36.4,2165.18,3,MOP
6.37,104,83,97,22.47,220.36,2,NPK
6.2,112,51,19,28.8,2822.88,4,MOP
4.72,150,47,10,15.13,1479.38,5,MOP
6.12,63,53,64,17.44,950.64,4,NPK
6.87,152,83,77,25.92,2028.39,2,NPK
4.55,99,79,104,26.43,2049.59,1,Compost
4.5,145,86,14,10.44,2150.19,6,MOP
6.96,111,78,96,39.83,1402.16,6,NPK
5.26,91,69,107,34.89,2826.1,5,Compost
7.15,62,50,36,14.64,353.94,6,MOP
7.38,98,47,31,19.86,424.13,2,MOP
5.52,96,56,58,10.53,359.57,3,NPK
4.86,79,81,67,39.47,1557.72,4,Compost
5.37,148,70,115,25.01,1078.02,6,Compost
5.53,143,81,24,32.42,2640.16,0,MOP
6.92,92,78,67,33.31,1068.62,3,NPK
6.45,85,86,90,28.88,1396.08,2,MOP
7.15,81,68,111,20.08,1520.91,3,MOP
7.62,108,62,59,24,2991.13,5,NPK
4.74,113,59,10,13.55,2243.94,3,MOP
5.02,84,57,86,23.11,486.93,1,Compost
6.88,112,42,83,10.56,227.93,5,MOP
4.9,126,59,115,25.11,2906.63,2,Compost
5.33,94,89,100,13.33,584.45,2,Compost
6.05,138,58,33,30.02,327.6,4,MOP
7.28,96,49,11,27.8,2440.81,3,MOP
5.61,89,59,100,27.26,2211.06,5,Compost
6.4,82,54,66,13.15,898.85,2,NPK
7.78,123,74,80,32.8,1150.01,4,NPK
6.91,62,72,104,19.57,1973.83,6,NPK
8.06,71,47,16,33.85,2149.15,6,MOP
5.61,157,43,17,24.83,1214.04,0,MOP
7.1,152,63,12,33.64,2115.46,6,MOP
5.04,159,48,41,28.41,1799.64,4,Compost
7.02,71,63,77,33.56,1645.95,0,Compost
7.44,66,65,19,10.22,1861.76,5,MOP
7.94,124,72,27,16.75,2910.77,2,MOP
8.16,100,62,15,35.16,2130.82,5,MOP
6.8,93,78,47,16.17,239.03,5,NPK
7.45,128,77,64,12.02,2222.58,3,NPK
6.15,88,40,31,37.23,1078.1,2,MOP
7.49,79,42,15,39.8,264.97,1,MOP
7.21,73,78,45,36.77,226.38,6,MOP
7.56,156,45,20,11.36,2621.41,6,MOP
5.88,89,70,43,14.83,2941.96,3,Compost
5.32,124,88,59,31.6,726.19,5,Compost
7.27,150,82,111,37.08,1989.14,1,Compost
6.08,154,40,90,27.35,2061.11,1,NPK
6.32,108,75,39,30.84,1582.51,6,MOP
5.66,86,51,71,25.4,395.18,3,NPK
5.43,152,46,62,26.51,1218.48,1,Compost
7.44,134,66,116,37.1,1045.48,1,NPK
4.53,78,44,59,35.81,1951.62,1,Compost
6.91,87,75,18,28.68,2519.66,6,MOP
7.18,104,89,25,34.22,1119.93,1,MOP
6.28,143,64,28,36.9,1593.25,1,MOP
7.53,155,47,20,13.3,1731.42,1,MOP
4.71,128,73,52,14.79,276.88,3,Compost
5.68,69,85,98,15.39,2254.06,0,Compost
7.49,117,67,59,11.61,385.55,0,NPK
5.34,104,80,30,20.86,1771.21,6,MOP
7.06,79,43,28,34.76,1332.98,1,MOP
7.76,60,61,105,18.04,461.68,6,MOP
7.39,79,83,70,34.51,2070.63,0,Compost
5.22,87,54,101,25.66,1351.52,5,Compost
6.33,77,55,17,36.05,981.51,3,MOP
5.81,67,63,108,12.92,2533.77,2,NPK
5.13,78,55,34,21.5,261.98,5,MOP
4.95,91,67,41,39.69,2809.16,3,Compost
4.79,140,56,62,15.66,946.84,6,Compost
8.11,76,81,11,24.97,1745.61,1,MOP
5.72,102,72,17,19.78,2700.37,1,MOP
5.19,65,58,40,18.84,1285.01,4,Compost
5.43,139,64,55,22.22,2418.74,6,Compost
7.49,109,43,102,10.38,1175.98,3,NPK
6.83,63,45,106,29.17,1185.79,0,Compost
5.25,150,51,92,32.62,837.43,0,Compost
8.08,104,58,12,35.82,1028.05,4,MOP
5.49,101,80,61,13.47,1755.71,4,Compost
5.2,63,89,66,23.07,1526.85,3,Compost
4.61,91,86,65,38.3,2668.84,6,Compost
5.05,108,59,60,14.25,2787.76,0,Compost
5.8,93,47,24,12.59,348.86,6,MOP
6.18,148,81,43,29.81,948.15,5,MOP
6.95,79,85,111,31.57,2071.63,0,Compost
7.55,116,83,52,21.51,312.13,2,NPK
6.68,69,80,75,17.96,2556.58,4,NPK
5.7,116,78,36,13.55,2463.14,3,MOP
5.94,100,61,76,15.35,1471.69,4,NPK
6,86,77,37,19.97,1460.09,6,MOP
7.22,102,75,70,39.33,539.86,0,MOP
5.04,138,75,59,17.57,468.98,0,Compost
5.5,130,66,22,13.98,2919.86,4,MOP
7.7,97,82,28,15.79,712.45,0,MOP
6.32,65,64,79,25.45,2464.48,6,NPK
6.73,69,73,44,14.58,1438.51,2,NPK
7.8,126,45,34,17.2,1499.07,5,MOP
6.89,84,68,19,16.14,314.8,3,MOP
5.69,130,74,29,28.66,1873.28,2,MOP
5.08,159,45,106,27.34,1012.58,0,Compost
4.59,139,42,44,26.58,2326.33,3,Compost
5.91,106,43,28,18.17,2518.55,4,MOP
5.19,119,86,69,11.11,2781.66,2,Compost
6.17,69,52,11,37.49,2587.94,6,MOP
6.1,118,60,69,37.91,1826.85,4,NPK
7.92,103,48,36,36.1,229.19,0,MOP
5.61,133,59,105,33.99,1074.17,5,NPK
4.84,126,76,75,33.75,1692.32,0,Compost
6.61,98,42,84,13.9,237.86,6,NPK
5.33,78,79,34,32.59,943.43,5,MOP
7,119,61,34,28.84,2267.53,2,MOP
6.59,140,43,82,15.03,2580.66,3,MOP
5.21,76,58,28,21.29,1637.5,2,MOP
7.16,96,51,90,32.38,2374.06,5,Compost
5.98,135,77,81,19.44,1300.01,6,NPK
8.33,135,45,22,22.46,2321.87,6,MOP
6.99,99,78,30,34.74,402.92,6,MOP
7.52,133,65,29,35.47,2614.2,4,MOP
6.71,152,80,94,33.44,2129.07,6,Compost
4.96,67,54,16,33.98,712.1,1,MOP
5.86,73,40,18,25.8,1976.38,2,MOP
8.31,128,75,27,34.19,311.53,4,MOP
7.63,61,70,56,30.8,1350.21,2,NPK
6.48,138,61,46,29.32,575.12,3,NPK
8,130,72,29,18.35,1379.63,5,MOP
4.54,136,86,80,18.21,1573.4,1,Compost
4.66,86,41,47,12.36,362.69,0,Compost
7.75,109,49,90,31.41,1598.8,4,Compost
7.65,152,49,36,20.19,1591.33,0,MOP
4.97,99,79,99,39.7,355.81,6,Compost
6.95,155,47,58,23.83,1799.42,1,NPK
7.98,142,87,30,16.98,2145.52,5,MOP
5.35,70,50,17,33.73,344.97,2,MOP
6.21,99,67,75,35.48,934.43,6,NPK
6.21,142,60,23,10.59,1446.06,5,MOP
5.93,130,79,43,36.81,1600.59,3,NPK
4.57,68,56,50,31.15,635.36,1,Compost
6.61,70,56,67,17.3,919.94,4,NPK
6.18,125,57,43,27.78,329,4,Compost
7.33,90,75,58,31.32,2361.87,2,NPK
8.49,73,65,33,38.55,492.87,5,MOP
4.51,142,49,65,36.98,1386.02,0,Compost
4.74,114,75,83,23.65,2479.37,0,Compost
5.45,148,56,43,28.53,2095.96,3,Compost
6.2,124,67,14,30.59,2627.66,2,MOP
7,154,57,10,36.08,494.1,5,MOP
5.45,83,54,87,37.3,619.85,2,Compost
8.2,148,69,15,36.82,994.9,1,MOP
7.33,156,89,29,10.3,2002.18,3,MOP
4.64,124,47,94,25.65,1576.8,1,Compost
7.41,70,49,33,35.28,1533.47,1,MOP
5.23,100,64,50,14.93,606.3,3,Compost
4.52,87,47,19,12.8,2609.55,2,MOP
4.8,114,46,80,30.56,219.38,3,Compost
6.03,155,75,96,30.84,1313.88,5,NPK
5.97,82,53,95,36.83,2394.06,2,NPK
4.67,100,68,100,26.52,1081.42,6,Compost
4.54,75,85,108,22.62,1679.29,0,Compost
5.22,101,49,95,35.53,2314.99,1,Compost
7.05,137,71,15,10.94,631.32,2,MOP
5.22,60,80,75,17.62,2787.02,0,Compost
7.05,120,55,11,15.17,1696.61,1,MOP
6.66,66,51,108,33.5,2662.7,6,NPK
6.83,108,56,90,14.05,498.21,1,NPK
4.66,127,61,27,26.92,1311.66,3,MOP
4.9,125,61,13,29.69,2731.89,2,MOP
4.67,96,69,71,10.04,2263.68,2,Compost
6.65,99,85,80,29.82,538.7,3,NPK
6.28,146,82,30,15.87,2803.28,0,MOP
6.82,137,63,50,27.85,615.35,5,Compost
4.67,135,85,41,30.72,2409.08,5,Compost
5.65,94,62,14,34.7,882.44,6,MOP
5.95,159,77,26,12.9,2598.29,5,MOP
8.16,90,77,16,23.56,1858.54,2,MOP
5.22,92,48,24,11.07,1200.99,5,MOP
6.68,116,59,39,24.57,2336.69,6,MOP
6.44,125,87,59,26.27,2030.26,4,Compost
5.41,60,69,116,28.28,1918.21,2,Compost
5.27,114,49,46,28.9,329.04,2,Compost
5.18,91,76,76,25.81,2576.52,5,Compost
4.93,109,83,57,39.46,1871.97,2,Compost
8.13,133,57,39,11.31,1553.49,5,MOP
5.16,145,74,106,37.69,2264.17,6,Compost
6.35,122,81,80,20.89,369.24,6,MOP
7.6,64,43,81,34.6,2633.98,4,MOP
7.04,154,71,76,23.09,2575.61,1,NPK
5.19,124,73,50,10.34,1764.59,5,Compost
5.39,101,86,13,33.5,2346.08,1,MOP
6.25,68,87,19,12.83,2820.31,0,MOP
6.83,68,45,111,18.87,1661.59,1,NPK
5.82,89,86,83,32.09,1548.25,6,Compost
6.67,90,44,99,30.18,2736.98,6,NPK
4.92,123,58,37,16.46,1676.2,3,MOP
5.19,124,88,61,35.83,905.79,0,Compost
5.31,79,41,84,21.63,2293.33,6,Compost
5.23,110,65,119,38.4,1216.29,3,Compost
6.95,80,83,88,17.31,1910.23,6,Compost
7.12,151,72,106,26.71,2655,5,NPK
4.52,60,51,26,39,2031.47,6,MOP
6.03,131,72,79,28.12,922.04,5,Compost
6.94,150,68,10,28.28,2000.03,4,MOP
5.55,96,47,31,37.34,918.73,0,MOP
5.22,123,55,35,23.79,356.5,1,MOP
5.06,88,83,31,13.74,2463.88,5,MOP
6.65,93,42,23,22.84,1141.16,6,MOP
